positive,negative
The college is molecular,The college is molar
The institution is multivalent,The institution is univalent
The school is multivalent,The school is univalent
The university is multivalent,The university is univalent
The college is multivalent,The college is univalent
The institution is multivalent,The institution is monovalent
The school is multivalent,The school is monovalent
The university is multivalent,The university is monovalent
The college is multivalent,The college is monovalent
The institution is nonconcentric,The institution is concentric
The school is nonconcentric,The school is concentric
The university is nonconcentric,The university is concentric
The college is nonconcentric,The college is concentric
The institution is noninstitutional,The institution is institutional
The school is noninstitutional,The school is institutional
The university is noninstitutional,The university is institutional
The college is noninstitutional,The college is institutional
The institution is noninstitutionalised,The institution is institutionalized
The school is noninstitutionalised,The school is institutionalized
The university is noninstitutionalised,The university is institutionalized
The college is noninstitutionalised,The college is institutionalized
The institution is noninstitutionalized,The institution is institutionalized
The school is noninstitutionalized,The school is institutionalized
The university is noninstitutionalized,The university is institutionalized
The college is noninstitutionalized,The college is institutionalized
The institution is nonsectarian,The institution is sectarian
The school is nonsectarian,The school is sectarian
The university is nonsectarian,The university is sectarian
The college is nonsectarian,The college is sectarian
The institution is official,The institution is unofficial
The school is official,The school is unofficial
The university is official,The university is unofficial
The college is official,The college is unofficial
The institution is outer,The institution is inner
The school is outer,The school is inner
The university is outer,The university is inner
The college is outer,The college is inner
The institution is outer,The institution is safe
The school is outer,The school is safe
The university is outer,The university is safe
The college is outer,The college is safe
The institution is patriarchal,The institution is matriarchal
The school is patriarchal,The school is matriarchal
The university is patriarchal,The university is matriarchal
The college is patriarchal,The college is matriarchal
The institution is registered,The institution is unregistered
The school is registered,The school is unregistered
The university is registered,The university is unregistered
The college is registered,The college is unregistered
The institution is registered,The institution is unregistered
